No.,Paper no.,Feature name,Feature definition,Category,Data source,Frequency,Formula,Comments,,,,,,,,,,,,,,,,,
740,9,CD6,"Average rate on 6-month neogtiable certificates of deposit (secondary market), quoted on an investment basis.",Certificate of deposit rates (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
741,9,Oil,"Relative change in the price of the crude oil (Cushing, OK WTI Spot Price FOB (dollars per barrel)).",Financial and economical indicators (day t),"Energy Inormation Administration,
http://tonto.eia.doe.gov/dnav/pet/hist/rwtcd.htm (workon
cleaning the price column first using the SPY dates as
control, then calculate the relative change)
usagold.com(useFirefoxtoSelectAll,thencopyandpasteto
an Excel file) (the dates used by USAGOLD are not matching
with the SPY prices from yahoo.finance. For example, after
06/09/2004. We still clean/estimate/delete the gold prices
based on the dates of SPY prices from finance.yahoo.com .
Use the same procedure in the whole data set: Take the
average of the two closest data with the missing one in the
middle. Then delete the mismatching one, and calculate the
relatvie difference as before. Another example, the data in
2011, all Friday’s prices were recorded as Sunday’s prices, so
we estimated Friday’s prices with the average of Thursday
and Sunday’s prices. Then deleted Sunday’s prices. If there
are n continuous values missing, then take the average of
the n available values on each side of these n missing values,
use the average for all n missing values)",Monthly,N/A,,,,,,,,,,,,,,,,,,
742,9,Gold,Relative change in the gold price,Financial and economical indicators (day t),"Energy Inormation Administration,
http://tonto.eia.doe.gov/dnav/pet/hist/rwtcd.htm (workon
cleaning the price column first using the SPY dates as
control, then calculate the relative change)
usagold.com(useFirefoxtoSelectAll,thencopyandpasteto
an Excel file) (the dates used by USAGOLD are not matching
with the SPY prices from yahoo.finance. For example, after
06/09/2004. We still clean/estimate/delete the gold prices
based on the dates of SPY prices from finance.yahoo.com .
Use the same procedure in the whole data set: Take the
average of the two closest data with the missing one in the
middle. Then delete the mismatching one, and calculate the
relatvie difference as before. Another example, the data in
2011, all Friday’s prices were recorded as Sunday’s prices, so
we estimated Friday’s prices with the average of Thursday
and Sunday’s prices. Then deleted Sunday’s prices. If there
are n continuous values missing, then take the average of
the n available values on each side of these n missing values,
use the average for all n missing values)",Monthly,N/A,,,,,,,,,,,,,,,,,,
743,9,CTB3M,"Change in the market yield on US Treasury securities at 3-month constant maturity, quoted on investment basis.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
744,9,CTB6M,"Change in the market yield on US treasury securities at 6-month constant maturity, quoted on investment basis.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
745,9,CTB1Y,"Change in the market yield on US Treasury securities at 1-year constant maturity, quoted on investment
basis.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
746,9,CTB5Y,"Change in the market yield on US Treasury securities at 5-year constant maturity, quoted on investment
basis.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
747,9,CTB10Y,"Change in the market yield on US Treasury securities at 10-year constant maturity, quoted on investment
basis.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
748,9,AAA,"Change in the Moody’s yield on seasoned corporate bonds - all industries, Aaa.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
749,9,BAA,"Change in the Moody’s yield on seasoned corporate
bonds - all industries, Baa.",Financial and economical indicators (day t),H. 15 Release - Federal Reserve Board of Governors,Monthly,N/A,,,,,,,,,,,,,,,,,,
750,9,TE1,Term spread between T120 and T1.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
751,9,TE2,Term spread between T120 and T3.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
752,9,TE3,Term spread between T120 and T6.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
753,9,TE5,Term spread between T3 and T1.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
754,9,TE6,Term spread between T6 and T1.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
755,9,DE1,Default spread between BAA and AAA.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
756,9,DE2,Default spread between BAA and T120.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
757,9,DE4,Default spread between BAA and T6.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
758,9,DE5,Default spread between BAA and T3.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
759,9,DE6,Default spread between BAA and T1.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
760,9,DE7,Default spread between CD6 and T6.,The term and default spreads,Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
761,9,USD_Y,Relative change in the exchange rate between US dollar and Japanese yen.,Exchange rate between USD and four other currencies (day t),Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
762,9,USD_GBP,Relative change in the exchange rate between US dollar and British pound.,Exchange rate between USD and four other currencies (day t),Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
763,9,USD_CAD,Relative change in the exchange rate between US dollar and Canadian dollar.,Exchange rate between USD and four other currencies (day t),Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
764,9,USD_CNY,Relative change in the exchange rate between US dollar and Chinese Yuan (Renminbi).,Exchange rate between USD and four other currencies (day t),Investing.com,Monthly,,,,,,,,,,,,,,,,,,,
765,9,HSI,Hang Seng index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
766,9,SSE Composite,Shang Hai Stock Exchange Composite index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
767,9,FCHI,CAC 40 index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
768,9,FTSE,FTSE 100 index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
769,9,GDAXI,DAX index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
770,9,DJI,Dow Jones Industrial Average index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
771,9,IXIC,NASDAQ Composite index return.,The return of the other seven world major indices (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
772,9,V,Relative change in the trading volume of S&P 500 index (SPY),SPY trading volume (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
773,9,AAPL,Apple Inc stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
774,9,MSFT,Microsoft stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
775,9,XOM,Exxon Mobil stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
776,9,GE,General Electric stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
777,9,JNJ,Johnson and Johnson stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
778,9,WFC,Wells Fargo stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
779,9,AMZN,Amazon.com Inc stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
780,9,JPM,JPMorgan Chase & Co stock return.,The return of the eight big companies in S&P 500 (day t),Yahoo finance,Monthly,,,,,,,,,,,,,,,,,,,
781,10,D_log(DIV),"Log difference of the sum of the dividends in
the last 4 quarters (divs are not reinvested)","Prices, Yield, Dividends (PYD)",CRSP,Monthly,Log difference of the sum of the dividends in the last 4 quarters (divs are not reinvested),,,,,,,,,,,,,,,,,,
782,10,D_log(P),"Log difference of the CRSP portfolio price
when dividends are not reinvested","Prices, Yield, Dividends (PYD)",CRSP,Monthly,Log difference of the CRSP portfolio price when dividends are not reinvested,,,,,,,,,,,,,,,,,,
783,10,D_DIVreinveste,"Log difference of the sum of the dividends in
the last 4 quarters (divs are reinvested)","Prices, Yield, Dividends (PYD)",CRSP,Monthly,"Log difference of the sum of the dividends in
the last 4 quarters (divs are reinvested)",,,,,,,,,,,,,,,,,,
784,10,D_Preinveste,"Log difference of the CRSP portfolio price
when dividends are reinvested","Prices, Yield, Dividends (PYD)",CRSP,Monthly,Log difference of the CRSP portfolio price when dividends are reinvested,,,,,,,,,,,,,,,,,,
785,10,d-p,"DIVreinveste - Preinveste ¼ log(DIV) -
log(P)","Prices, Yield, Dividends (PYD)",CRSP,Monthly,"DIVreinveste - Preinveste ¼ log(DIV) -
log(P)",,,,,,,,,,,,,,,,,,
786,10,P/E,Price/earnings ratio,"Prices, Yield, Dividends (PYD)",Shiller,Monthly,Price/earnings ratio,2,,,,,,,,,,,,,,,,,
787,10,RREL,"Difference b/w Risk free and its last 4
quarters average",Interest rates and Spread (IRS),FED,Monthly,"Difference b/w Risk free and its last 4
quarters average",,,,,,,,,,,,,,,,,,
788,10,Yield10y,Quarterly yield of bonds with maturity 10 years,Interest rates and Spread (IRS),FED,Monthly,Quarterly yield of bonds with maturity 10 years,,,,,,,,,,,,,,,,,,
789,10,TRM10y-3m,"Difference b/w 10yTbonds rate and the risk
free rate",Interest rates and Spread (IRS),FED,Monthly,Difference b/w 10yTbonds rate and the risk free rate,,,,,,,,,,,,,,,,,,
790,10,Yield1y,"Yield from a t-bond with maturity one year
(secondary mkt, nominal)",Interest rates and Spread (IRS),FED,Monthly,"Yield from a t-bond with maturity one year (secondary mkt, nominal)",,,,,,,,,,,,,,,,,,
791,10,TRM10y-1y,Term spread b/w 10years and 1 year t-bonds.,Interest rates and Spread (IRS),FED,Monthly,Term spread b/w 10years and 1 year t-bonds,,,,,,,,,,,,,,,,,,
792,10,AAA,"AAA cor-porate bonds yield (Moody’s
seasoned)",Interest rates and Spread (IRS),FED,Monthly,"AAA cor-porate bonds yield (Moody’s
seasoned)",,,,,,,,,,,,,,,,,,
793,10,BAA,"BAA corporate bonds yield (Moody’s
seasoned)",Interest rates and Spread (IRS),FED,Monthly,"BAA corporate bonds yield (Moody’s
seasoned)",,,,,,,,,,,,,,,,,,
794,10,DEF,AAA-BAA yield: risk default spread,Interest rates and Spread (IRS),FED,Monthly,AAA-BAA yield: risk default spread,,,,,,,,,,,,,,,,,,
795,10,RF,"One-month Treasury bill rate from French
data set",Interest rates and Spread (IRS),French,Monthly,One-month Treasury bill rate from French data set,,,,,,,,,,,,,,,,,,
796,10,R15-R11,"Small stock value spread constructed from
French database",Risk Factors (RiF),French,Monthly,Small stock value spread constructed from French database,,,,,,,,,,,,,,,,,,
797,10,factor,"Piazzesi-Cochrane risk factor, quarterly
average (Cochrane and Piazzesi, 2005)",Risk Factors (RiF),CP,Monthly,"Piazzesi-Cochrane risk factor, quarterly
average (Cochrane and Piazzesi, 2005)",,,,,,,,,,,,,,,,,,
798,10,CAY,"Lettau-Ludvigson risk factor (Lettau and
Ludvigson, 2001a)",Risk Factors (RiF),LL,Monthly,"Lettau-Ludvigson risk factor (Lettau and Ludvigson, 2001a)",,,,,,,,,,,,,,,,,,
799,10,Mkt-RF,"Fama-French market risk factor (Fama and
French, 1993)",Risk Factors (RiF),French,Monthly,"Fama-French market risk factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
800,10,SMB,"Fama-French risk factor (Fama and French,
1993)",Risk Factors (RiF),French,Monthly,"Fama-French risk factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
801,10,HML,"Fama-French risk factor (Fama and French,
1993)",Risk Factors (RiF),French,Monthly,"Fama-French risk factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
802,10,UMD,"Momentum risk factor, French data set",Risk Factors (RiF),French,Monthly,"Momentum risk factor, French data set
(Industry Returns 4 digit SIC codes, French data set)",,,,,,,,,,,,,,,,,,
803,10,Agric,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
804,10,Food,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
805,10,Soda,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
806,10,Beer,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
807,10,Smoke,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
808,10,Toys,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
809,10,Fun,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
810,10,Books,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
811,10,Hshld,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
812,10,Clths,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
813,10,MedEq,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
814,10,Drugs,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
815,10,Chems,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
816,10,Rubbr,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
817,10,Txtls,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
818,10,BldMt,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
819,10,Cnstr,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
820,10,Steel,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
821,10,Mach,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
822,10,ElcEq,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
823,10,Autos,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
824,10,Aero,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
825,10,Ships,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
826,10,Mines,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
827,10,Coal,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
828,10,Oil,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
829,10,Util,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
830,10,Telcm,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
831,10,PerSv,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
832,10,BusSv,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
833,10,Comps,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
834,10,Chips,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
835,10,LabEq,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
836,10,Paper,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
837,10,Boxes,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
838,10,Trans,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
839,10,Whlsl,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
840,10,Rtail,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
841,10,Meals,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
842,10,Banks,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
843,10,Insur,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
844,10,RlEst,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
845,10,Fin,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
846,10,Other,"Industry Returns 4 digit SIC codes, French
data set",Industries,French,Monthly,"Fama-French industry factor (Fama and French, 1993)",,,,,,,,,,,,,,,,,,
847,10,1_2,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
848,10,1_4,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
849,10,1_5,"Returnson stock portfolios sorted by size
and book-to-market ratio, French data set
data set",Size/BM,French,Monthly,"(Returnson stock portfolios sorted by size and book-to-market ratio, French data set)",,,,,,,,,,,,,,,,,,
